Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
760,2021-05-29,May,Saturday,Boston Red Sox,Miami Marlins,National League (NL) East,1,3,Runs_Scored = 2 or 3,12,Hits >= 10,5,0,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,0,6,-6,Strikeouts > Walks
761,2021-05-31,May,Monday,Boston Red Sox,Houston Astros,American League (AL) West,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,1,12,-11,Strikeouts > Walks
762,2021-06-01,June,Tuesday,Boston Red Sox,Houston Astros,American League (AL) West,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
763,2021-06-02,June,Wednesday,Boston Red Sox,Houston Astros,American League (AL) West,0,1,Runs_Scored <= 1,7,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,11,-9,Strikeouts > Walks
764,2021-06-03,June,Thursday,Boston Red Sox,Houston Astros,American League (AL) West,1,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,7,12,-5,Strikeouts > Walks
765,2021-06-04,June,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,0,10,-10,Strikeouts > Walks
766,2021-06-05,June,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,13,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,2,7,-5,Strikeouts > Walks
767,2021-06-06,June,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
768,2021-06-07,June,Monday,Boston Red Sox,Miami Marlins,National League (NL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
769,2021-06-08,June,Tuesday,Boston Red Sox,Houston Astros,American League (AL) West,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,12,-11,Strikeouts > Walks
770,2021-06-09,June,Wednesday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
771,2021-06-10,June,Thursday,Boston Red Sox,Houston Astros,American League (AL) West,1,12,Runs_Scored >= 10,14,Hits >= 10,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,3,1,Walks > Strikeouts
772,2021-06-11,June,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
773,2021-06-12,June,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,0,2,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
774,2021-06-13,June,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,12,-8,Strikeouts > Walks
775,2021-06-14,June,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
776,2021-06-15,June,Tuesday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,10,Runs_Scored >= 10,14,Hits >= 10,1,1,4,Home_Runs > 1,6,Extra_Base_Hits > 5,2,11,-9,Strikeouts > Walks
777,2021-06-16,June,Wednesday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,10,Runs_Scored >= 10,14,Hits >= 10,8,0,1,Home_Runs = 1,9,Extra_Base_Hits > 5,3,10,-7,Strikeouts > Walks
778,2021-06-18,June,Friday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,3,Runs_Scored = 2 or 3,11,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
779,2021-06-19,June,Saturday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
780,2021-06-20,June,Sunday,Boston Red Sox,Kansas City Royals,American League (AL) Central,0,3,Runs_Scored = 2 or 3,11,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
781,2021-06-22,June,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
782,2021-06-23,June,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,6,12,-6,Strikeouts > Walks
783,2021-06-24,June,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,0,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,5,10,-5,Strikeouts > Walks
784,2021-06-25,June,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
785,2021-06-26,June,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,1,4,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
786,2021-06-27,June,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,13,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,2,7,-5,Strikeouts > Walks
787,2021-06-28,June,Monday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
788,2021-06-29,June,Tuesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,7,4,3,Walks > Strikeouts
789,2021-06-30,June,Wednesday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,3,-1,Strikeouts > Walks
790,2021-07-01,July,Thursday,Boston Red Sox,Kansas City Royals,American League (AL) Central,1,15,Runs_Scored >= 10,17,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,4,9,-5,Strikeouts > Walks
791,2021-07-02,July,Friday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
792,2021-07-03,July,Saturday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
793,2021-07-04,July,Sunday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
794,2021-07-05,July,Monday,Boston Red Sox,Los Angeles Angels,American League (AL) West,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,7,6,1,Walks > Strikeouts
795,2021-07-06,July,Tuesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
796,2021-07-07,July,Wednesday,Boston Red Sox,Los Angeles Angels,American League (AL) West,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,1,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
797,2021-07-09,July,Friday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,11,Runs_Scored >= 10,14,Hits >= 10,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,7,8,-1,Strikeouts > Walks
798,2021-07-10,July,Saturday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,2,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
799,2021-07-11,July,Sunday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,4,Runs_Scored = 4 or 5,11,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
800,2021-07-16,July,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,4,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
801,2021-07-17,July,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
802,2021-07-18,July,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
803,2021-07-19,July,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,13,Runs_Scored >= 10,14,Hits >= 10,4,0,6,Home_Runs > 1,10,Extra_Base_Hits > 5,7,8,-1,Strikeouts > Walks
804,2021-07-21,July,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,3,0,5,Home_Runs > 1,8,Extra_Base_Hits > 5,2,9,-7,Strikeouts > Walks
805,2021-07-22,July,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
806,2021-07-23,July,Friday,Boston Red Sox,New York Yankees,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
807,2021-07-24,July,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,3,1,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
808,2021-07-25,July,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
809,2021-07-26,July,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
810,2021-07-28,July,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,9,-6,Strikeouts > Walks
811,2021-07-28,July,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,4,Runs_Scored = 4 or 5,11,Hits >= 10,2,2,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
812,2021-07-29,July,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
813,2021-07-30,July,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,10,Hits >= 10,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
814,2021-07-31,July,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,11,-7,Strikeouts > Walks
815,2021-08-01,August,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
816,2021-08-03,August,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
817,2021-08-04,August,Wednesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,4,Runs_Scored = 4 or 5,11,Hits >= 10,3,1,3,Home_Runs > 1,7,Extra_Base_Hits > 5,2,10,-8,Strikeouts > Walks
818,2021-08-05,August,Thursday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,1,Runs_Scored <= 1,9,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
819,2021-08-06,August,Friday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,6,10,-4,Strikeouts > Walks
820,2021-08-07,August,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,0,Runs_Scored <= 1,2,Hits <= 3,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,2,7,-5,Strikeouts > Walks
821,2021-08-07,August,Saturday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
822,2021-08-08,August,Sunday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,8,Runs_Scored > 5 but <= 9,16,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
823,2021-08-10,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,12,-9,Strikeouts > Walks
824,2021-08-11,August,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,20,Runs_Scored >= 10,19,Hits >= 10,7,2,1,Home_Runs = 1,10,Extra_Base_Hits > 5,9,6,3,Walks > Strikeouts
825,2021-08-12,August,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,2,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
826,2021-08-13,August,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,11,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,5,4,1,Walks > Strikeouts
827,2021-08-14,August,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,16,Runs_Scored >= 10,17,Hits >= 10,3,1,5,Home_Runs > 1,9,Extra_Base_Hits > 5,4,3,1,Walks > Strikeouts
828,2021-08-15,August,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,5,1,Walks > Strikeouts
829,2021-08-17,August,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
830,2021-08-17,August,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,0,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,4,5,-1,Strikeouts > Walks
831,2021-08-18,August,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,4,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,3,6,-3,Strikeouts > Walks
832,2021-08-20,August,Friday,Boston Red Sox,Texas Rangers,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,3,5,-2,Strikeouts > Walks
833,2021-08-21,August,Saturday,Boston Red Sox,Texas Rangers,American League (AL) West,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
834,2021-08-23,August,Monday,Boston Red Sox,Texas Rangers,American League (AL) West,1,8,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
835,2021-08-24,August,Tuesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,11,Runs_Scored >= 10,11,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,6,7,-1,Strikeouts > Walks
836,2021-08-25,August,Wednesday,Boston Red Sox,Minnesota Twins,American League (AL) Central,0,6,Runs_Scored > 5 but <= 9,15,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
837,2021-08-26,August,Thursday,Boston Red Sox,Minnesota Twins,American League (AL) Central,1,12,Runs_Scored >= 10,9,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,8,5,3,Walks > Strikeouts
838,2021-08-27,August,Friday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,4,Runs_Scored = 4 or 5,3,Hits <= 3,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
839,2021-08-28,August,Saturday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,5,Runs_Scored = 4 or 5,12,Hits >= 10,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
840,2021-08-29,August,Sunday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,4,13,-9,Strikeouts > Walks
841,2021-08-30,August,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,6,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
842,2021-08-31,August,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
843,2021-09-01,September,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,1,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,1,13,-12,Strikeouts > Walks
844,2021-09-02,September,Thursday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,4,12,-8,Strikeouts > Walks
845,2021-09-03,September,Friday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,5,8,-3,Strikeouts > Walks
846,2021-09-04,September,Saturday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,8,8,0,Walks = Strikeouts
847,2021-09-05,September,Sunday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,5,Runs_Scored = 4 or 5,13,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
848,2021-09-06,September,Monday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,10,Runs_Scored >= 10,14,Hits >= 10,4,1,1,Home_Runs = 1,6,Extra_Base_Hits > 5,7,10,-3,Strikeouts > Walks
849,2021-09-07,September,Tuesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,7,Runs_Scored > 5 but <= 9,15,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,1,5,-4,Strikeouts > Walks
850,2021-09-08,September,Wednesday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
851,2021-09-10,September,Friday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,1,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
852,2021-09-11,September,Saturday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,15,-9,Strikeouts > Walks
853,2021-09-12,September,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,13,-10,Strikeouts > Walks
854,2021-09-13,September,Monday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,1,15,-14,Strikeouts > Walks
855,2021-09-14,September,Tuesday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,8,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,1,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
856,2021-09-15,September,Wednesday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,6,12,-6,Strikeouts > Walks
857,2021-09-17,September,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,5,0,1,Home_Runs = 1,6,Extra_Base_Hits > 5,5,4,1,Walks > Strikeouts
858,2021-09-18,September,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
859,2021-09-19,September,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
860,2021-09-21,September,Tuesday,Boston Red Sox,New York Mets,National League (NL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,4,0,2,Home_Runs > 1,6,Extra_Base_Hits > 5,4,5,-1,Strikeouts > Walks
861,2021-09-22,September,Wednesday,Boston Red Sox,New York Mets,National League (NL) East,1,12,Runs_Scored >= 10,14,Hits >= 10,6,1,2,Home_Runs > 1,9,Extra_Base_Hits > 5,3,8,-5,Strikeouts > Walks
862,2021-09-24,September,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
863,2021-09-25,September,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,1,11,-10,Strikeouts > Walks
864,2021-09-26,September,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,11,Hits >= 10,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
865,2021-09-28,September,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,2,Runs_Scored = 2 or 3,3,Hits <= 3,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
866,2021-09-29,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,13,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
